Lot/Order ID,AM or PM,Browser Info,Company,Fabric Type,Material Composition,Color/Pattern,Quantity (Meters),Price per Meter,Credit Card,CC Exp Date,CC Security Code,CC Provider,Email,IP Address,Language,Purchase Price,Shipping Address
365 - 558598,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Classic Tailors LLC,Merino Wool,100% Merino Wool,Indigo Blue,1231.06,35.0,2784178376591538,03/26,196,Visa,purchasing@classictailorsllc.com,217.180.83.180,es,43087.1,"6537 Industrial Pkwy, Suite 159, Textile City, TX 76507"
541 - 566738,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Stitch & Thread Co. LLC,Velvet,100% Rayon,Blush Pink,281.63,22.0,7245533756569764,09/29,623,American Express,purchasing@stitchandthreadco.llc.com,83.147.188.213,en,6195.86,"455 Industrial Pkwy, Suite 167, Textile City, TX 78332"
740 - 244797,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Classic Tailors LLC,Velvet,100% Rayon,Navy Blue,897.24,22.0,9656851206276729,04/31,427,Visa,purchasing@classictailorsllc.com,67.131.137.222,de,19739.28,"1295 Industrial Pkwy, Suite 77, Textile City, TX 79714"
212 - 415791,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Global Apparel Corp LLC,Chiffon,100% Polyester,Indigo Blue,345.24,6.25,2347780457972518,05/31,771,Visa,purchasing@globalapparelcorpllc.com,178.68.47.75,es,2157.75,"9201 Industrial Pkwy, Suite 358, Textile City, TX 76179"
892 - 354820,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Vogue Trends Ltd Group,Organic Cotton,100% Organic Cotton,Crimson Red,89.25,8.75,9451676706363286,04/26,215,Visa,purchasing@voguetrendsltdgroup.com,227.25.149.129,fr,780.94,"2172 Industrial Pkwy, Suite 208, Textile City, TX 77073"
891 - 669520,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion Partners,Denim,100% Cotton,Olive Green,1478.79,12.5,7960828967136054,10/28,545,Mastercard,purchasing@ecoweavefashionpartners.com,119.143.26.30,de,18484.88,"2485 Industrial Pkwy, Suite 143, Textile City, TX 78027"
881 - 198127,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Global Apparel Corp Group,Merino Wool,100% Merino Wool,Charcoal Grey,975.18,35.0,1154617580803889,11/32,845,Visa,purchasing@globalapparelcorpgroup.com,27.144.31.70,de,34131.3,"1146 Industrial Pkwy, Suite 188, Textile City, TX 78323"
494 - 633694,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",EcoWeave Fashion Inc,Jacquard,70% Cotton / 30% Silk,Mustard Yellow,603.08,28.5,3814837475580309,11/26,205,Discover,purchasing@ecoweavefashioninc.com,126.56.249.216,es,17187.78,"9093 Industrial Pkwy, Suite 144, Textile City, TX 75295"
193 - 737742,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Modern Textures Group,Canvas,100% Heavy Cotton,Navy Blue,566.56,11.0,6988371611586686,02/26,682,Discover,purchasing@moderntexturesgroup.com,200.103.101.41,es,6232.16,"1175 Industrial Pkwy, Suite 253, Textile City, TX 75341"
836 - 436433,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Elite Fabrics LLC,Merino Wool,100% Merino Wool,Crimson Red,612.45,35.0,5345819565728535,04/27,692,Mastercard,purchasing@elitefabricsllc.com,180.72.48.120,it,21435.75,"7996 Industrial Pkwy, Suite 181, Textile City, TX 79583"
144 - 169767,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Classic Tailors Partners,Merino Wool,100% Merino Wool,Mustard Yellow,150.97,35.0,8793030285327276,07/30,673,Mastercard,purchasing@classictailorspartners.com,106.31.84.82,de,5283.95,"8584 Industrial Pkwy, Suite 199, Textile City, TX 77456"
536 - 211668,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Elite Fabrics Partners,Organic Cotton,100% Organic Cotton,Mustard Yellow,235.99,8.75,3089720738277771,02/32,613,American Express,purchasing@elitefabricspartners.com,199.246.199.51,en,2064.91,"9972 Industrial Pkwy, Suite 41, Textile City, TX 75070"
553 - 186973,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Global Apparel Corp LLC,Silk Satin,100% Mulberry Silk,Blush Pink,578.91,45.0,4234473057771961,11/30,696,Discover,purchasing@globalapparelcorpllc.com,168.222.179.198,es,26050.95,"6696 Industrial Pkwy, Suite 404, Textile City, TX 78729"
516 - 410373,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Elite Fabrics LLC,Silk Satin,100% Mulberry Silk,Black,160.11,45.0,3440095224265379,04/31,286,Mastercard,purchasing@elitefabricsllc.com,78.124.6.118,en,7204.95,"6028 Industrial Pkwy, Suite 364, Textile City, TX 77330"
589 - 804393,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Global Apparel Corp Group,Jacquard,70% Cotton / 30% Silk,Black,1090.76,28.5,5791150101626008,01/27,510,American Express,purchasing@globalapparelcorpgroup.com,183.133.239.233,fr,31086.66,"9895 Industrial Pkwy, Suite 243, Textile City, TX 79557"
974 - 313183,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Luxe Garments LLC,Linen Blend,55% Linen / 45% Cotton,Crimson Red,83.27,14.2,5719214967914638,07/31,496,American Express,purchasing@luxegarmentsllc.com,65.46.253.178,de,1182.43,"6779 Industrial Pkwy, Suite 226, Textile City, TX 77988"
249 - 916505,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Classic Tailors Inc,Polyester Taffeta,100% Polyester,Off-White,904.38,4.5,4927240002086014,11/31,486,Visa,purchasing@classictailorsinc.com,155.173.143.54,de,4069.71,"8218 Industrial Pkwy, Suite 459, Textile City, TX 75938"
510 - 783359,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",EcoWeave Fashion LLC,Jacquard,70% Cotton / 30% Silk,Off-White,1104.32,28.5,5636930100090899,04/26,666,Discover,purchasing@ecoweavefashionllc.com,219.158.22.45,zh,31473.12,"3878 Industrial Pkwy, Suite 181, Textile City, TX 77282"
166 - 451380,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Nordic Loom LLC,Jacquard,70% Cotton / 30% Silk,Off-White,555.75,28.5,0437661366280812,03/31,750,Discover,purchasing@nordicloomllc.com,233.155.234.229,it,15838.88,"4301 Industrial Pkwy, Suite 403, Textile City, TX 78751"
967 - 103927,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Stitch & Thread Co. Group,Merino Wool,100% Merino Wool,Crimson Red,1017.54,35.0,0583309673979842,02/30,698,Visa,purchasing@stitchandthreadco.group.com,167.119.242.105,it,35613.9,"5932 Industrial Pkwy, Suite 341, Textile City, TX 75235"
875 - 863859,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures Partners,Organic Cotton,100% Organic Cotton,Navy Blue,1390.26,8.75,7187762883636885,01/26,846,Discover,purchasing@moderntexturespartners.com,56.81.94.109,es,12164.77,"7226 Industrial Pkwy, Suite 237, Textile City, TX 79216"
950 - 824702,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Modern Textures Partners,Polyester Taffeta,100% Polyester,Mustard Yellow,952.61,4.5,1652289890749935,10/30,208,Mastercard,purchasing@moderntexturespartners.com,134.238.77.112,fr,4286.74,"9983 Industrial Pkwy, Suite 438, Textile City, TX 79063"
489 - 410783,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Elite Fabrics Inc,Canvas,100% Heavy Cotton,Mustard Yellow,1212.08,11.0,8050141716578939,02/32,242,American Express,purchasing@elitefabricsinc.com,148.225.41.166,en,13332.88,"5152 Industrial Pkwy, Suite 279, Textile City, TX 78510"
140 - 158806,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Global Apparel Corp LLC,Polyester Taffeta,100% Polyester,Indigo Blue,142.52,4.5,4492878757030293,01/26,204,Mastercard,purchasing@globalapparelcorpllc.com,141.200.18.127,fr,641.34,"2900 Industrial Pkwy, Suite 302, Textile City, TX 75188"
511 - 793703,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Vogue Trends Ltd LLC,Canvas,100% Heavy Cotton,Crimson Red,426.37,11.0,3369318062007302,05/32,276,Discover,purchasing@voguetrendsltdllc.com,218.231.186.62,es,4690.07,"4823 Industrial Pkwy, Suite 22, Textile City, TX 77675"
606 - 919875,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Luxe Garments Partners,Canvas,100% Heavy Cotton,Blush Pink,1349.67,11.0,9567406873544534,06/31,167,American Express,purchasing@luxegarmentspartners.com,149.214.181.238,zh,14846.37,"3354 Industrial Pkwy, Suite 351, Textile City, TX 77192"
618 - 307931,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Urban Outfitters Inc. Partners,Linen Blend,55% Linen / 45% Cotton,Crimson Red,1171.05,14.2,2673664853207758,08/26,620,American Express,purchasing@urbanoutfittersinc.partners.com,178.209.111.169,it,16628.91,"4225 Industrial Pkwy, Suite 163, Textile City, TX 76997"
992 - 864202,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Elite Fabrics Group,Velvet,100% Rayon,Emerald Green,872.36,22.0,5045050928467200,08/27,387,Mastercard,purchasing@elitefabricsgroup.com,190.239.228.59,it,19191.92,"8128 Industrial Pkwy, Suite 474, Textile City, TX 76162"
964 - 718964,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Urban Outfitters Inc. Group,Merino Wool,100% Merino Wool,Emerald Green,547.96,35.0,3801625851502045,01/31,289,Visa,purchasing@urbanoutfittersinc.group.com,238.33.71.233,es,19178.6,"9875 Industrial Pkwy, Suite 145, Textile City, TX 76904"
944 - 334668,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,EcoWeave Fashion Group,Organic Cotton,100% Organic Cotton,Mustard Yellow,210.96,8.75,1123590426527428,07/32,791,Discover,purchasing@ecoweavefashiongroup.com,25.186.253.58,zh,1845.9,"3252 Industrial Pkwy, Suite 293, Textile City, TX 77867"
456 - 406766,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Luxe Garments Partners,Jacquard,70% Cotton / 30% Silk,Off-White,652.81,28.5,0919351174555370,07/27,585,Mastercard,purchasing@luxegarmentspartners.com,63.126.226.65,es,18605.08,"1664 Industrial Pkwy, Suite 441, Textile City, TX 76150"
966 - 191088,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Urban Outfitters Inc. Partners,Velvet,100% Rayon,Emerald Green,171.56,22.0,2641260848187620,10/30,160,Discover,purchasing@urbanoutfittersinc.partners.com,225.220.123.6,de,3774.32,"9892 Industrial Pkwy, Suite 182, Textile City, TX 75604"
546 - 880907,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Luxe Garments Inc,Jacquard,70% Cotton / 30% Silk,Mustard Yellow,1282.8,28.5,0599822673123438,09/30,139,American Express,purchasing@luxegarmentsinc.com,35.149.77.15,de,36559.8,"6150 Industrial Pkwy, Suite 321, Textile City, TX 76984"
510 - 412244,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Vogue Trends Ltd LLC,Merino Wool,100% Merino Wool,Charcoal Grey,331.42,35.0,3134275576729911,12/28,399,Visa,purchasing@voguetrendsltdllc.com,33.103.153.64,es,11599.7,"6203 Industrial Pkwy, Suite 125, Textile City, TX 75692"
139 - 818983,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures Group,Organic Cotton,100% Organic Cotton,Black,170.9,8.75,1506291792651732,09/26,962,Discover,purchasing@moderntexturesgroup.com,25.250.117.210,zh,1495.38,"2649 Industrial Pkwy, Suite 90, Textile City, TX 75802"
707 - 676659,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Nordic Loom Group,Polyester Taffeta,100% Polyester,Emerald Green,131.9,4.5,5737671052987707,11/28,454,Visa,purchasing@nordicloomgroup.com,82.162.26.3,de,593.55,"196 Industrial Pkwy, Suite 77, Textile City, TX 78090"
860 - 946113,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Elite Fabrics Group,Merino Wool,100% Merino Wool,Blush Pink,1043.02,35.0,3450295867603040,10/32,836,Mastercard,purchasing@elitefabricsgroup.com,129.178.152.161,en,36505.7,"8889 Industrial Pkwy, Suite 374, Textile City, TX 76197"
345 - 927124,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Global Apparel Corp Group,Silk Satin,100% Mulberry Silk,Emerald Green,826.35,45.0,3827210513346018,05/27,252,Visa,purchasing@globalapparelcorpgroup.com,152.86.185.204,de,37185.75,"2947 Industrial Pkwy, Suite 26, Textile City, TX 79507"
857 - 306555,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Elite Fabrics Group,Canvas,100% Heavy Cotton,Navy Blue,317.07,11.0,6360389173690789,12/28,763,Discover,purchasing@elitefabricsgroup.com,22.11.181.34,en,3487.77,"4310 Industrial Pkwy, Suite 367, Textile City, TX 75816"
899 - 152800,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Modern Textures Group,Velvet,100% Rayon,Charcoal Grey,1207.89,22.0,6348508951237085,02/32,212,Visa,purchasing@moderntexturesgroup.com,89.185.132.240,fr,26573.58,"6986 Industrial Pkwy, Suite 320, Textile City, TX 78871"
245 - 746798,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Urban Outfitters Inc. Partners,Silk Satin,100% Mulberry Silk,Crimson Red,1126.17,45.0,1927671377188626,04/30,462,Discover,purchasing@urbanoutfittersinc.partners.com,207.195.225.140,de,50677.65,"513 Industrial Pkwy, Suite 200, Textile City, TX 77977"
606 - 317551,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",EcoWeave Fashion Partners,Silk Satin,100% Mulberry Silk,Off-White,1218.03,45.0,4022346144662763,12/27,100,American Express,purchasing@ecoweavefashionpartners.com,118.49.152.45,it,54811.35,"1775 Industrial Pkwy, Suite 201, Textile City, TX 76520"
402 - 636198,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Nordic Loom Partners,Jacquard,70% Cotton / 30% Silk,Olive Green,1180.14,28.5,8636470465689698,08/26,321,Discover,purchasing@nordicloompartners.com,71.1.14.72,zh,33633.99,"3702 Industrial Pkwy, Suite 259, Textile City, TX 79942"
756 - 338904,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Stitch & Thread Co. Inc,Velvet,100% Rayon,Off-White,168.84,22.0,9229127065934104,01/29,860,Mastercard,purchasing@stitchandthreadco.inc.com,127.87.65.132,de,3714.48,"4700 Industrial Pkwy, Suite 255, Textile City, TX 76016"
631 - 301934,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Elite Fabrics Group,Polyester Taffeta,100% Polyester,Crimson Red,1398.29,4.5,7960757898497499,08/30,714,Visa,purchasing@elitefabricsgroup.com,46.54.251.32,en,6292.31,"4673 Industrial Pkwy, Suite 289, Textile City, TX 78352"
909 - 452061,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Elite Fabrics Group,Polyester Taffeta,100% Polyester,Navy Blue,1236.07,4.5,8981061735631631,03/30,572,American Express,purchasing@elitefabricsgroup.com,202.212.52.108,zh,5562.31,"5098 Industrial Pkwy, Suite 321, Textile City, TX 78362"
323 - 611708,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Nordic Loom LLC,Silk Satin,100% Mulberry Silk,Blush Pink,371.61,45.0,8999068201307167,06/27,914,Mastercard,purchasing@nordicloomllc.com,188.99.215.236,en,16722.45,"4066 Industrial Pkwy, Suite 49, Textile City, TX 78851"
728 - 652477,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Nordic Loom Group,Velvet,100% Rayon,Black,844.83,22.0,0490372954585835,12/29,940,Mastercard,purchasing@nordicloomgroup.com,224.63.78.124,fr,18586.26,"3668 Industrial Pkwy, Suite 319, Textile City, TX 76262"
248 - 437805,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Modern Textures Inc,Velvet,100% Rayon,Black,428.62,22.0,1925814762123601,12/30,504,Mastercard,purchasing@moderntexturesinc.com,78.50.106.186,zh,9429.64,"4223 Industrial Pkwy, Suite 172, Textile City, TX 76914"
196 - 429201,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Global Apparel Corp LLC,Jacquard,70% Cotton / 30% Silk,Black,927.76,28.5,0796859096459872,11/28,846,Visa,purchasing@globalapparelcorpllc.com,57.55.235.124,it,26441.16,"3183 Industrial Pkwy, Suite 178, Textile City, TX 75761"
528 - 519912,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",EcoWeave Fashion LLC,Merino Wool,100% Merino Wool,Off-White,1048.1,35.0,9736707217340242,11/27,761,Mastercard,purchasing@ecoweavefashionllc.com,146.117.31.106,it,36683.5,"4124 Industrial Pkwy, Suite 104, Textile City, TX 76922"
544 - 427859,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Stitch & Thread Co. Group,Silk Satin,100% Mulberry Silk,Olive Green,667.41,45.0,4442484202435094,08/29,459,Visa,purchasing@stitchandthreadco.group.com,28.172.213.254,fr,30033.45,"232 Industrial Pkwy, Suite 323, Textile City, TX 79718"
391 - 208055,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Urban Outfitters Inc. LLC,Silk Satin,100% Mulberry Silk,Indigo Blue,982.36,45.0,9891370542451908,03/29,980,Visa,purchasing@urbanoutfittersinc.llc.com,93.196.163.158,fr,44206.2,"3069 Industrial Pkwy, Suite 393, Textile City, TX 79734"
707 - 283950,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion Partners,Jacquard,70% Cotton / 30% Silk,Emerald Green,932.8,28.5,6669692295338619,05/26,954,Visa,purchasing@ecoweavefashionpartners.com,16.118.156.33,fr,26584.8,"2537 Industrial Pkwy, Suite 160, Textile City, TX 75018"
487 - 545267,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Luxe Garments Partners,Jacquard,70% Cotton / 30% Silk,Blush Pink,1175.27,28.5,3348893343751866,10/28,849,Visa,purchasing@luxegarmentspartners.com,104.147.89.73,de,33495.19,"9308 Industrial Pkwy, Suite 100, Textile City, TX 78143"
735 - 240038,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Global Apparel Corp Partners,Merino Wool,100% Merino Wool,Mustard Yellow,353.82,35.0,4350952889594703,10/29,926,Discover,purchasing@globalapparelcorppartners.com,165.49.240.104,fr,12383.7,"834 Industrial Pkwy, Suite 142, Textile City, TX 78751"
227 - 941553,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Global Apparel Corp Inc,Chiffon,100% Polyester,Indigo Blue,642.45,6.25,4288734496686679,09/30,693,American Express,purchasing@globalapparelcorpinc.com,39.234.11.224,es,4015.31,"9672 Industrial Pkwy, Suite 36, Textile City, TX 75696"
966 - 373533,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Stitch & Thread Co. Group,Silk Satin,100% Mulberry Silk,Blush Pink,762.52,45.0,3847156756650518,12/30,532,Visa,purchasing@stitchandthreadco.group.com,86.133.92.53,fr,34313.4,"3499 Industrial Pkwy, Suite 198, Textile City, TX 78563"
689 - 642242,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Luxe Garments Inc,Polyester Taffeta,100% Polyester,Navy Blue,230.34,4.5,0566937540242861,08/32,819,Mastercard,purchasing@luxegarmentsinc.com,20.66.169.15,it,1036.53,"4043 Industrial Pkwy, Suite 285, Textile City, TX 77651"
992 - 840006,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Vogue Trends Ltd Partners,Denim,100% Cotton,Off-White,1282.72,12.5,4816384936806358,06/27,119,Visa,purchasing@voguetrendsltdpartners.com,48.224.193.154,fr,16034.0,"1477 Industrial Pkwy, Suite 422, Textile City, TX 76707"
101 - 895965,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Vogue Trends Ltd Partners,Velvet,100% Rayon,Charcoal Grey,634.3,22.0,7586703656203634,05/31,388,Mastercard,purchasing@voguetrendsltdpartners.com,211.193.125.60,en,13954.6,"8901 Industrial Pkwy, Suite 46, Textile City, TX 76233"
300 - 333151,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Classic Tailors Group,Denim,100% Cotton,Olive Green,940.67,12.5,7073174457762626,04/29,555,American Express,purchasing@classictailorsgroup.com,153.250.253.68,es,11758.38,"6233 Industrial Pkwy, Suite 323, Textile City, TX 77233"
800 - 400788,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Elite Fabrics Inc,Denim,100% Cotton,Navy Blue,660.81,12.5,2953774037676874,01/28,993,Mastercard,purchasing@elitefabricsinc.com,102.41.157.153,es,8260.12,"5846 Industrial Pkwy, Suite 112, Textile City, TX 77441"
190 - 179724,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",EcoWeave Fashion LLC,Polyester Taffeta,100% Polyester,Emerald Green,811.73,4.5,0990009406565823,12/28,839,American Express,purchasing@ecoweavefashionllc.com,216.170.216.94,de,3652.78,"5702 Industrial Pkwy, Suite 498, Textile City, TX 76476"
305 - 809711,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Classic Tailors Group,Polyester Taffeta,100% Polyester,Off-White,175.81,4.5,0047091103495611,10/31,883,Discover,purchasing@classictailorsgroup.com,38.162.110.192,es,791.14,"4633 Industrial Pkwy, Suite 215, Textile City, TX 78492"
178 - 427112,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures Partners,Polyester Taffeta,100% Polyester,Blush Pink,547.49,4.5,1868704796668290,12/28,829,Mastercard,purchasing@moderntexturespartners.com,165.191.8.135,it,2463.7,"1210 Industrial Pkwy, Suite 151, Textile City, TX 76344"
